order_id,item_name,quantity,price_per_item
ORD00147,Biryani,3,349.7
ORD00147,Taco,1,218.96
ORD00148,Dosa,1,307.83
ORD00148,Noodles,2,73.06
ORD00149,Burger,2,356.18
ORD00149,Biryani,2,477.55
ORD00150,Biryani,2,460.94
ORD00150,Pasta,2,418.96
ORD00151,Biryani,3,433.71
ORD00151,Pizza,1,265.13
ORD00152,Salad,1,138.49
ORD00152,Biryani,1,469.48
ORD00153,Taco,1,83.11
ORD00153,Taco,2,168.66
ORD00154,Pasta,1,168.08
ORD00154,Biryani,3,106.19
ORD00155,Biryani,3,354.32
ORD00155,Pasta,1,474.77
ORD00156,Taco,1,259.79
ORD00156,Burger,3,332.64
ORD00157,Biryani,3,332.66
ORD00157,Salad,2,235.71
ORD00158,Pizza,3,455.47
ORD00158,Burger,2,213.26
ORD00159,Taco,2,192.65
ORD00159,Pizza,2,238.55
ORD00160,Dosa,2,322.66
ORD00160,Pizza,2,106.9
ORD00161,Pasta,1,82.32
ORD00161,Burger,3,496.09
ORD00162,Pizza,2,296.13
ORD00162,Biryani,3,445.45
ORD00163,Noodles,3,59.45
ORD00163,Noodles,2,146.0
ORD00164,Pizza,1,86.73
ORD00164,Biryani,2,377.26
ORD00165,Pizza,1,228.94
ORD00165,Biryani,3,179.34
ORD00166,Pasta,1,266.31
ORD00166,Biryani,1,78.41
ORD00167,Pizza,1,333.36
ORD00167,Burger,3,488.64
ORD00168,Pasta,3,150.5
ORD00168,Pizza,1,63.08
ORD00169,Burger,1,135.31
ORD00169,Pasta,2,167.81
ORD00170,Biryani,1,102.37
ORD00170,Pasta,2,332.51
ORD00171,Noodles,1,323.4
ORD00171,Salad,2,240.6
ORD00172,Noodles,3,135.17
ORD00172,Pasta,1,460.88
ORD00173,Pizza,1,324.27
ORD00173,Taco,1,79.75
ORD00174,Noodles,1,431.43
ORD00174,Salad,2,245.55
ORD00175,Biryani,1,56.73
ORD00175,Pizza,3,159.72
ORD00176,Noodles,3,151.4
ORD00176,Pizza,1,309.83
ORD00177,Salad,3,80.47
ORD00177,Pizza,1,307.2
ORD00178,Noodles,1,152.65
ORD00178,Dosa,3,130.86
ORD00179,Dosa,1,204.48
ORD00179,Biryani,3,404.78
ORD00180,Salad,2,290.15
ORD00180,Salad,1,448.48
ORD00181,Taco,2,335.78
ORD00181,Biryani,3,231.04
ORD00182,Burger,2,254.4
ORD00182,Pasta,2,95.76
ORD00183,Salad,3,221.24
ORD00183,Dosa,2,321.13
ORD00184,Burger,2,257.49
ORD00184,Pasta,3,167.02
ORD00185,Dosa,2,430.57
ORD00185,Pasta,3,305.45
ORD00186,Noodles,2,430.55
ORD00186,Biryani,3,124.44
ORD00187,Dosa,3,133.93
ORD00187,Pizza,2,133.25
ORD00188,Noodles,2,326.71
ORD00188,Pizza,2,392.72
ORD00189,Burger,1,166.16
ORD00189,Burger,1,357.71
ORD00190,Noodles,1,175.29
ORD00190,Biryani,3,482.65
ORD00191,Biryani,2,410.65
ORD00191,Noodles,3,386.15
ORD00192,Dosa,1,243.14
ORD00192,Burger,2,366.56
ORD00193,Pizza,3,293.96
ORD00193,Noodles,2,278.28
ORD00194,Dosa,3,442.45
ORD00194,Burger,2,447.71
ORD00195,Dosa,1,83.47
ORD00195,Biryani,1,402.42
ORD00196,Burger,2,150.15
ORD00196,Burger,3,70.85
ORD00197,Taco,1,165.88
ORD00197,Noodles,1,322.25
ORD00198,Dosa,1,283.88
ORD00198,Biryani,2,194.21
ORD00199,Taco,2,274.86
ORD00199,Burger,3,88.33
ORD00200,Dosa,3,200.27
ORD00200,Taco,3,366.12
ORD00201,Pasta,2,317.22
ORD00201,Pizza,2,346.97
ORD00202,Taco,3,362.41
ORD00202,Salad,3,396.92
ORD00203,Pasta,2,459.43
ORD00203,Taco,3,364.37
ORD00204,Taco,1,125.1
ORD00204,Salad,2,266.67
ORD00205,Salad,3,265.51
ORD00205,Biryani,2,324.39
ORD00206,Dosa,1,127.28
ORD00206,Dosa,2,210.35
ORD00207,Burger,2,94.09
ORD00207,Burger,2,118.37
ORD00208,Biryani,2,370.96
ORD00208,Burger,1,169.9
ORD00209,Salad,2,225.58
ORD00209,Burger,2,155.92
ORD00210,Noodles,3,125.73
ORD00210,Taco,2,235.61
ORD00211,Noodles,3,448.85
ORD00211,Pizza,1,484.98
ORD00212,Burger,1,227.87
ORD00212,Burger,1,60.12
ORD00213,Dosa,1,115.59
ORD00213,Pasta,3,195.8
ORD00214,Salad,2,183.63
ORD00214,Pizza,1,290.83
ORD00215,Dosa,2,53.02
ORD00215,Burger,3,330.12
ORD00216,Taco,3,205.12
ORD00216,Dosa,3,328.65
ORD00217,Pasta,1,305.5
ORD00217,Burger,2,270.37
ORD00218,Pasta,2,396.3
ORD00218,Noodles,2,374.67
ORD00219,Dosa,3,486.58
ORD00219,Dosa,1,408.49
ORD00220,Salad,3,138.0
ORD00220,Pizza,3,423.76
ORD00221,Noodles,2,489.54
ORD00221,Pasta,3,433.72
ORD00222,Pasta,2,192.13
ORD00222,Pizza,1,205.82
ORD00223,Taco,2,303.95
ORD00223,Noodles,1,339.57
ORD00224,Burger,2,115.72
ORD00224,Biryani,3,373.92
ORD00225,Salad,3,171.24
ORD00225,Biryani,1,88.4
ORD00226,Biryani,1,78.98
ORD00226,Noodles,1,353.94
ORD00227,Dosa,2,494.44
ORD00227,Burger,2,483.43
ORD00228,Salad,1,255.22
ORD00228,Pizza,3,148.29
ORD00229,Pizza,2,287.47
ORD00229,Taco,2,116.79
ORD00230,Taco,2,209.82
ORD00230,Salad,1,481.03
ORD00231,Burger,1,258.36
ORD00231,Burger,1,243.99
ORD00232,Taco,1,96.53
ORD00232,Biryani,1,214.15
ORD00233,Noodles,3,300.02
ORD00233,Taco,3,378.63
ORD00234,Salad,1,122.17
ORD00234,Biryani,2,143.6
ORD00235,Biryani,1,408.42
ORD00235,Burger,3,294.37
ORD00236,Salad,3,212.67
ORD00236,Biryani,2,480.31
ORD00237,Noodles,3,64.43
ORD00237,Noodles,1,476.48
ORD00238,Pizza,2,364.74
ORD00238,Biryani,1,310.12
ORD00239,Salad,1,124.76
ORD00239,Noodles,2,163.74
ORD00240,Pizza,1,336.87
ORD00240,Taco,3,112.69
ORD00241,Pizza,1,259.85
ORD00241,Dosa,2,482.7
ORD00242,Pizza,2,427.35
ORD00242,Biryani,2,127.08
ORD00243,Pizza,1,99.78
ORD00243,Dosa,2,449.59
ORD00244,Burger,2,357.33
ORD00244,Dosa,1,284.77
ORD00245,Pasta,3,141.23
ORD00245,Noodles,1,127.29
ORD00246,Pizza,2,248.62
ORD00246,Taco,2,372.32
ORD00247,Noodles,1,491.72
ORD00247,Taco,3,393.12
ORD00248,Pasta,2,180.77
ORD00248,Pizza,2,207.02
ORD00249,Salad,2,132.75
ORD00249,Pasta,1,262.37
ORD00250,Noodles,2,52.96
ORD00250,Taco,3,327.73
ORD00251,Biryani,2,430.23
ORD00251,Taco,2,297.69
ORD00252,Dosa,3,111.98
ORD00252,Biryani,2,261.48
ORD00253,Biryani,1,423.32
ORD00253,Pasta,1,81.21
ORD00254,Salad,1,356.85
ORD00254,Taco,3,122.07
ORD00255,Biryani,2,325.88
ORD00255,Burger,1,243.45
ORD00256,Taco,3,449.61
ORD00256,Burger,2,333.15
ORD00257,Biryani,3,196.81
ORD00257,Taco,1,120.65
ORD00258,Noodles,1,379.12
ORD00258,Pasta,1,197.26
ORD00259,Taco,3,199.41
ORD00259,Taco,3,357.99
ORD00260,Biryani,1,58.77
ORD00260,Salad,3,480.65
ORD00261,Pasta,1,448.25
ORD00261,Biryani,1,64.56
ORD00262,Pizza,2,101.67
ORD00262,Dosa,3,186.61
ORD00263,Pasta,1,291.99
ORD00263,Dosa,1,165.17
ORD00264,Noodles,3,108.0
ORD00264,Burger,2,243.17
ORD00265,Dosa,2,127.81
ORD00265,Burger,1,360.54
ORD00266,Dosa,3,55.79
ORD00266,Taco,2,238.25
ORD00267,Noodles,3,498.21
ORD00267,Noodles,3,110.59
ORD00268,Taco,1,158.28
ORD00268,Noodles,2,67.23
ORD00269,Taco,1,385.62
ORD00269,Dosa,2,288.03
ORD00270,Pizza,2,51.27
ORD00270,Dosa,2,456.99
ORD00271,Noodles,2,351.35
ORD00271,Biryani,2,357.26
ORD00272,Dosa,3,444.72
ORD00272,Dosa,1,337.89
ORD00273,Pasta,3,138.87
ORD00273,Pasta,2,255.6
ORD00274,Taco,1,413.1
ORD00274,Dosa,2,308.44
ORD00275,Taco,1,491.27
ORD00275,Burger,3,395.38
ORD00276,Taco,1,113.7
ORD00276,Taco,1,480.52
ORD00277,Biryani,1,63.56
ORD00277,Burger,1,322.77
ORD00278,Burger,1,442.04
ORD00278,Burger,2,369.26
ORD00279,Dosa,1,149.5
ORD00279,Salad,1,239.91
ORD00280,Pizza,3,454.93
ORD00280,Pizza,1,241.82
ORD00281,Noodles,3,223.48
ORD00281,Dosa,2,301.17
ORD00282,Salad,1,377.1
ORD00282,Dosa,3,187.5
ORD00283,Noodles,3,161.93
ORD00283,Noodles,2,436.16
ORD00284,Salad,1,164.41
ORD00284,Pasta,1,175.3
ORD00285,Pasta,3,163.72
ORD00285,Salad,1,474.29
ORD00286,Burger,3,225.29
ORD00286,Pizza,1,246.15
ORD00287,Noodles,3,168.76
ORD00287,Burger,1,258.94
ORD00288,Biryani,2,63.78
ORD00288,Noodles,1,295.97
ORD00289,Salad,1,180.57
ORD00289,Salad,2,380.47
ORD00290,Burger,1,298.54
ORD00290,Burger,2,94.93
ORD00291,Dosa,1,377.99
ORD00291,Dosa,3,92.74
ORD00292,Salad,3,233.25
ORD00292,Salad,1,114.22
ORD00293,Pasta,1,475.42
ORD00293,Taco,1,423.56
ORD00294,Salad,3,126.48
ORD00294,Burger,1,51.62
ORD00295,Biryani,3,108.32
ORD00295,Biryani,2,93.15
ORD00296,Dosa,3,211.4
ORD00296,Biryani,3,193.03
ORD00297,Taco,2,58.17
ORD00297,Taco,3,324.43
ORD00298,Dosa,1,412.72
ORD00298,Salad,1,326.87
ORD00299,Burger,3,490.2
ORD00299,Biryani,1,237.07
ORD00300,Noodles,3,378.86
ORD00300,Noodles,1,397.78
ORD00301,Pizza,1,104.98
ORD00301,Noodles,3,426.41
ORD00302,Salad,1,368.76
ORD00302,Pasta,3,217.62
ORD00303,Biryani,1,364.16
ORD00303,Pizza,1,363.34
ORD00304,Noodles,2,109.92
ORD00304,Salad,2,406.93
ORD00305,Burger,3,298.7
ORD00305,Noodles,2,71.6
ORD00306,Dosa,3,276.45
ORD00306,Pasta,2,296.71
ORD00307,Pasta,1,492.85
ORD00307,Noodles,3,341.56
ORD00308,Dosa,3,336.18
ORD00308,Dosa,1,155.76
ORD00309,Taco,3,464.56
ORD00309,Pasta,3,383.08
ORD00310,Pizza,2,479.59
ORD00310,Noodles,3,432.87
ORD00311,Dosa,1,187.73
ORD00311,Noodles,2,497.78
ORD00312,Dosa,2,128.46
ORD00312,Dosa,1,202.94
ORD00313,Taco,1,441.66
ORD00313,Burger,2,139.31
ORD00314,Noodles,3,213.86
ORD00314,Burger,2,397.21
ORD00315,Pizza,1,89.12
ORD00315,Dosa,2,461.59
ORD00316,Salad,1,399.33
ORD00316,Burger,2,417.68
ORD00317,Biryani,3,193.7
ORD00317,Pizza,2,358.62
ORD00318,Taco,2,425.67
ORD00318,Pizza,1,258.35
ORD00319,Salad,1,366.86
ORD00319,Biryani,1,298.47
ORD00320,Biryani,2,129.73
ORD00320,Burger,3,68.17
ORD00321,Pizza,1,87.11
ORD00321,Pasta,1,250.31
ORD00322,Salad,2,289.19
ORD00322,Noodles,1,58.41
ORD00323,Noodles,3,157.08
ORD00323,Biryani,3,164.63
ORD00324,Pasta,1,483.73
ORD00324,Biryani,1,411.05
ORD00325,Salad,2,290.14
ORD00325,Salad,3,408.89
ORD00326,Pasta,3,53.15
ORD00326,Taco,1,391.65
ORD00327,Pasta,2,261.9
ORD00327,Biryani,3,426.55
ORD00328,Pizza,3,244.29
ORD00328,Salad,2,409.67
ORD00329,Pasta,2,432.3
ORD00329,Biryani,3,189.27
ORD00330,Pizza,3,455.49
ORD00330,Pizza,2,130.14
ORD00331,Dosa,3,496.24
ORD00331,Pasta,1,149.08
ORD00332,Taco,1,480.78
ORD00332,Biryani,2,197.81
ORD00333,Dosa,2,361.46
ORD00333,Burger,2,182.76
ORD00334,Noodles,1,378.88
ORD00334,Pasta,3,318.32
ORD00335,Biryani,1,131.47
ORD00335,Pasta,3,196.69
ORD00336,Pasta,1,407.05
ORD00336,Burger,3,303.59
ORD00337,Salad,1,249.33
ORD00337,Taco,2,250.21
ORD00338,Pasta,1,319.81
ORD00338,Taco,3,492.15
ORD00339,Dosa,1,89.72
ORD00339,Biryani,1,356.28
ORD00340,Pasta,1,403.36
ORD00340,Burger,2,495.25
ORD00341,Taco,1,408.87
ORD00341,Burger,2,150.57
ORD00342,Dosa,2,368.89
ORD00342,Salad,1,391.37
ORD00343,Salad,1,260.48
ORD00343,Pizza,1,487.2
ORD00344,Taco,3,248.97
ORD00344,Taco,1,162.55
ORD00345,Taco,2,395.17
ORD00345,Taco,1,357.27
ORD00346,Noodles,3,89.49
ORD00346,Biryani,1,225.07
ORD00347,Salad,3,297.27
ORD00347,Biryani,3,490.51
ORD00348,Pizza,1,431.99
ORD00348,Dosa,2,485.59
ORD00349,Taco,3,306.7
ORD00349,Pasta,1,460.2
ORD00350,Salad,1,67.54
ORD00350,Dosa,2,390.43
ORD00351,Biryani,3,445.19
ORD00351,Burger,3,346.68
ORD00352,Taco,1,483.92
ORD00352,Pasta,1,131.69
ORD00353,Pizza,2,399.46
ORD00353,Dosa,2,140.64
ORD00354,Dosa,3,369.19
ORD00354,Pizza,3,317.8
ORD00355,Dosa,1,219.18
ORD00355,Taco,3,53.49
ORD00356,Noodles,2,281.31
ORD00356,Burger,2,172.53
ORD00357,Noodles,1,244.68
ORD00357,Pizza,2,386.75
ORD00358,Taco,2,108.46
ORD00358,Noodles,2,278.41
ORD00359,Taco,2,310.0
ORD00359,Biryani,1,282.3
ORD00360,Biryani,1,327.84
ORD00360,Taco,3,152.28
ORD00361,Taco,2,359.09
ORD00361,Dosa,3,464.31
ORD00362,Biryani,1,176.34
ORD00362,Taco,1,456.13
ORD00363,Pasta,1,383.21
ORD00363,Burger,1,386.47
ORD00364,Pasta,1,378.74
ORD00364,Burger,1,307.51
ORD00365,Biryani,1,389.8
ORD00365,Pasta,2,265.62
ORD00366,Pizza,3,447.74
ORD00366,Pasta,1,430.54
ORD00367,Pizza,2,106.99
ORD00367,Burger,2,97.31
ORD00368,Taco,3,457.86
ORD00368,Biryani,1,197.76
ORD00369,Noodles,3,227.28
ORD00369,Pasta,1,71.89
ORD00370,Dosa,2,402.42
ORD00370,Salad,2,432.03
ORD00371,Dosa,2,145.06
ORD00371,Biryani,2,354.54
ORD00372,Noodles,3,386.68
ORD00372,Burger,1,446.87
ORD00373,Pasta,1,354.48
ORD00373,Pizza,3,447.13
ORD00374,Pasta,1,115.49
ORD00374,Taco,2,214.47
ORD00375,Taco,1,339.22
ORD00375,Pizza,2,474.52
ORD00376,Noodles,3,437.35
ORD00376,Biryani,1,280.45
ORD00377,Burger,3,280.64
ORD00377,Dosa,1,97.21
ORD00378,Pasta,2,397.84
ORD00378,Noodles,3,166.19
ORD00379,Taco,1,155.68
ORD00379,Pizza,2,308.92
ORD00380,Burger,3,228.17
ORD00380,Pizza,3,159.22
ORD00381,Salad,1,370.29
ORD00381,Dosa,1,453.45
ORD00382,Taco,1,53.85
ORD00382,Pasta,2,51.83
ORD00383,Pasta,1,156.75
ORD00383,Taco,3,314.32
ORD00384,Pizza,3,326.96
ORD00384,Burger,1,491.1
ORD00385,Pasta,1,432.34
ORD00385,Pizza,3,474.19
ORD00386,Pizza,2,344.06
ORD00386,Noodles,1,183.74
ORD00387,Noodles,1,174.51
ORD00387,Biryani,3,258.15
ORD00388,Dosa,1,455.29
ORD00388,Biryani,2,346.75
ORD00389,Dosa,3,441.3
ORD00389,Salad,1,189.37
ORD00390,Pizza,3,99.64
ORD00390,Pasta,1,483.35
ORD00391,Dosa,1,253.35
ORD00391,Biryani,1,311.69
ORD00392,Pasta,2,422.75
ORD00392,Salad,2,384.72
ORD00393,Dosa,3,110.95
ORD00393,Burger,1,338.11
ORD00394,Pizza,1,466.81
ORD00394,Dosa,2,178.16
ORD00395,Noodles,1,154.52
ORD00395,Taco,2,395.87
ORD00396,Pasta,1,423.66
ORD00396,Noodles,3,497.08
ORD00397,Taco,1,99.11
ORD00397,Noodles,1,225.95
ORD00398,Taco,2,471.51
ORD00398,Pasta,1,380.13
ORD00399,Dosa,1,162.27
ORD00399,Burger,2,310.88
ORD00400,Noodles,3,463.82
ORD00400,Burger,3,144.18
ORD00401,Salad,2,325.05
ORD00401,Biryani,2,198.23
ORD00402,Noodles,2,332.0
ORD00402,Pasta,2,369.79
ORD00403,Dosa,2,305.46
ORD00403,Noodles,3,74.39
ORD00404,Taco,3,415.57
ORD00404,Burger,2,366.82
ORD00405,Biryani,1,307.54
ORD00405,Biryani,2,243.14
ORD00406,Salad,1,277.83
ORD00406,Burger,2,191.4
ORD00407,Taco,2,278.32
ORD00407,Biryani,3,150.34
ORD00408,Noodles,1,352.37
ORD00408,Biryani,1,198.44
ORD00409,Burger,3,349.7
ORD00409,Dosa,3,408.82
ORD00410,Noodles,3,82.42
ORD00410,Noodles,3,264.63
ORD00411,Noodles,1,189.24
ORD00411,Pasta,1,420.72
ORD00412,Salad,2,495.94
ORD00412,Dosa,2,354.74
ORD00413,Salad,3,269.96
ORD00413,Taco,3,479.86
ORD00414,Biryani,3,144.73
ORD00414,Dosa,2,498.24
ORD00415,Pasta,2,343.47
ORD00415,Burger,2,94.04
ORD00416,Biryani,2,359.02
ORD00416,Pasta,2,259.69
ORD00417,Pasta,2,480.79
ORD00417,Pasta,2,92.26
ORD00418,Dosa,3,464.54
ORD00418,Dosa,3,336.57
ORD00419,Pizza,3,136.99
ORD00419,Biryani,3,345.92
