order_id,order_date,customer_id,restaurant_id,order_amount,discount_amount
ORD00110,2022-09-14,CUST0349,REST021,1196.3,166.99
ORD00111,2022-06-28,CUST0050,REST030,935.98,161.25
ORD00112,2022-04-23,CUST0435,REST006,208.93,3.33
ORD00113,2023-11-08,CUST0068,REST047,1035.15,192.17
ORD00114,2022-01-27,CUST0488,REST049,963.12,143.64
ORD00115,2022-05-15,CUST0222,REST004,553.23,72.39
ORD00116,2022-01-16,CUST0413,REST049,1480.92,423.47
ORD00117,2023-01-02,CUST0135,REST017,1414.56,72.71
ORD00118,2022-09-01,CUST0209,REST030,1139.97,191.5
ORD00119,2023-08-26,CUST0323,REST050,1131.41,189.74
ORD00120,2022-11-28,CUST0094,REST007,543.12,9.38
ORD00121,2022-01-17,CUST0106,REST042,310.71,32.4
ORD00122,2022-06-28,CUST0412,REST037,742.12,193.15
ORD00123,2022-09-29,CUST0371,REST014,306.48,13.6
ORD00124,2022-02-23,CUST0380,REST036,1310.02,268.03
ORD00125,2022-05-10,CUST0434,REST030,259.05,5.08
ORD00126,2023-03-08,CUST0411,REST014,1457.97,314.43
ORD00127,2023-06-23,CUST0258,REST040,668.94,114.34
ORD00128,2022-04-27,CUST0080,REST033,828.97,235.6
ORD00129,2022-03-07,CUST0156,REST021,105.15,22.96
ORD00130,2023-05-03,CUST0254,REST024,730.78,156.45
ORD00131,2023-04-05,CUST0068,REST031,1265.52,186.34
ORD00132,2023-01-06,CUST0426,REST021,276.0,58.31
ORD00133,2023-06-10,CUST0440,REST025,729.06,206.2
ORD00134,2023-08-31,CUST0015,REST014,1457.24,431.14
ORD00135,2022-04-22,CUST0097,REST039,236.42,15.26
ORD00136,2023-04-08,CUST0417,REST006,406.07,55.08
ORD00137,2023-05-31,CUST0419,REST013,1470.64,237.54
ORD00138,2022-08-15,CUST0125,REST025,688.25,139.3
ORD00139,2023-09-22,CUST0229,REST032,864.52,85.73
ORD00140,2022-02-14,CUST0460,REST007,332.54,56.85
ORD00141,2023-11-06,CUST0353,REST005,628.58,165.18
ORD00142,2023-06-18,CUST0137,REST003,587.32,166.73
ORD00143,2022-11-05,CUST0412,REST004,1433.33,62.02
ORD00144,2023-04-15,CUST0253,REST034,1460.44,236.42
ORD00145,2023-10-21,CUST0318,REST049,907.57,185.5
ORD00146,2022-02-01,CUST0062,REST020,120.12,11.33
ORD00147,2022-03-04,CUST0016,REST034,1239.29,2.52
ORD00148,2023-05-06,CUST0187,REST008,122.67,22.43
ORD00149,2023-02-16,CUST0298,REST032,1355.32,289.54
ORD00150,2023-03-13,CUST0089,REST005,802.92,86.32
ORD00151,2023-12-04,CUST0436,REST004,1314.86,47.21
ORD00152,2022-04-21,CUST0294,REST038,1079.04,316.38
ORD00153,2023-05-18,CUST0175,REST039,1008.48,185.72
ORD00154,2023-12-31,CUST0082,REST040,738.4,117.36
ORD00155,2023-03-31,CUST0448,REST011,674.54,147.8
ORD00156,2022-03-17,CUST0375,REST034,593.1,130.34
ORD00157,2022-03-24,CUST0345,REST025,859.45,64.15
ORD00158,2022-11-26,CUST0143,REST014,832.44,150.22
ORD00159,2023-09-15,CUST0194,REST018,1171.11,266.6
ORD00160,2022-06-01,CUST0082,REST043,258.73,13.92
ORD00161,2022-03-09,CUST0287,REST028,346.14,18.82
ORD00162,2022-05-10,CUST0483,REST048,699.74,136.32
ORD00163,2022-10-09,CUST0429,REST002,347.65,51.62
ORD00164,2023-10-02,CUST0324,REST022,932.85,33.44
ORD00165,2023-10-11,CUST0339,REST046,859.87,22.99
ORD00166,2023-08-23,CUST0135,REST020,634.19,180.01
ORD00167,2023-07-16,CUST0205,REST016,1283.13,220.96
ORD00168,2023-12-31,CUST0011,REST019,1063.97,302.92
ORD00169,2022-11-29,CUST0391,REST023,712.49,82.82
ORD00170,2023-01-26,CUST0384,REST002,496.55,60.71
ORD00171,2023-09-04,CUST0005,REST028,968.53,202.35
ORD00172,2023-06-28,CUST0456,REST044,1395.19,57.97
ORD00173,2022-10-29,CUST0324,REST016,1299.8,133.86
ORD00174,2023-04-10,CUST0301,REST036,1493.51,42.95
ORD00175,2023-06-02,CUST0005,REST025,1228.32,130.87
ORD00176,2023-09-12,CUST0127,REST007,245.34,52.06
ORD00177,2023-03-17,CUST0403,REST036,1009.47,266.22
ORD00178,2022-04-12,CUST0153,REST025,962.76,144.32
ORD00179,2023-12-20,CUST0484,REST006,675.79,37.42
ORD00180,2022-04-28,CUST0322,REST034,794.97,95.74
ORD00181,2023-11-02,CUST0212,REST034,1152.42,78.36
ORD00182,2023-10-29,CUST0189,REST035,1398.12,413.41
ORD00183,2023-07-19,CUST0175,REST029,239.58,45.5
ORD00184,2022-08-09,CUST0126,REST024,721.74,73.56
ORD00185,2023-03-17,CUST0234,REST043,913.73,206.09
ORD00186,2023-04-08,CUST0339,REST026,145.69,22.9
ORD00187,2022-08-22,CUST0413,REST020,505.87,3.1
ORD00188,2023-02-28,CUST0199,REST025,688.9,125.27
ORD00189,2022-12-14,CUST0052,REST049,412.03,121.39
ORD00190,2023-04-10,CUST0256,REST031,736.48,13.07
ORD00191,2023-02-13,CUST0332,REST018,633.51,70.92
ORD00192,2023-03-02,CUST0422,REST049,373.78,18.9
ORD00193,2022-04-08,CUST0188,REST017,757.4,218.95
ORD00194,2022-11-17,CUST0324,REST002,274.22,43.53
ORD00195,2023-03-14,CUST0305,REST003,1454.66,2.03
ORD00196,2022-11-17,CUST0150,REST042,1379.64,159.25
ORD00197,2023-11-13,CUST0055,REST018,678.11,5.63
ORD00198,2022-09-19,CUST0032,REST038,1248.59,339.05
ORD00199,2023-01-19,CUST0495,REST002,1085.37,183.44
ORD00200,2022-06-06,CUST0321,REST045,1137.61,293.28
ORD00201,2023-12-05,CUST0431,REST018,110.65,31.72
ORD00202,2023-05-01,CUST0131,REST005,624.5,35.31
ORD00203,2022-03-10,CUST0356,REST018,413.51,77.02
ORD00204,2022-04-04,CUST0447,REST018,497.05,27.11
ORD00205,2022-03-29,CUST0150,REST018,1331.45,87.23
ORD00206,2022-04-06,CUST0075,REST034,470.3,48.71
ORD00207,2023-03-19,CUST0383,REST013,1273.88,333.28
ORD00208,2022-04-09,CUST0450,REST033,1213.19,332.15
ORD00209,2023-01-17,CUST0403,REST030,680.6,122.45
ORD00210,2022-05-14,CUST0402,REST046,438.18,75.45
ORD00211,2023-07-24,CUST0301,REST004,1360.26,363.78
ORD00212,2022-03-03,CUST0331,REST016,680.38,144.18
ORD00213,2023-08-24,CUST0341,REST017,121.74,32.13
ORD00214,2023-07-30,CUST0361,REST001,314.73,16.76
ORD00215,2023-07-30,CUST0328,REST017,624.17,27.87
ORD00216,2022-12-04,CUST0499,REST024,1243.39,305.5
ORD00217,2023-11-18,CUST0130,REST044,1248.05,11.36
ORD00218,2022-05-06,CUST0210,REST029,939.92,10.93
ORD00219,2023-02-25,CUST0195,REST046,569.13,91.79
ORD00220,2022-12-29,CUST0018,REST014,1442.82,414.68
ORD00221,2023-11-13,CUST0355,REST035,1489.96,420.48
ORD00222,2023-03-10,CUST0287,REST030,438.56,106.2
ORD00223,2022-02-22,CUST0095,REST050,1462.89,136.78
ORD00224,2022-10-22,CUST0364,REST019,369.72,32.32
ORD00225,2023-09-07,CUST0112,REST020,1002.21,104.95
ORD00226,2022-11-16,CUST0268,REST029,1259.97,68.2
ORD00227,2022-12-27,CUST0393,REST041,1221.86,190.06
ORD00228,2022-04-17,CUST0454,REST006,909.0,245.49
ORD00229,2023-08-15,CUST0336,REST034,280.42,41.87
ORD00230,2023-06-04,CUST0254,REST017,990.78,179.38
ORD00231,2022-08-06,CUST0423,REST026,1468.3,439.32
ORD00232,2022-06-08,CUST0421,REST039,343.2,94.72
ORD00233,2023-11-04,CUST0439,REST017,1365.84,384.27
ORD00234,2023-05-09,CUST0091,REST031,824.19,229.6
ORD00235,2022-08-18,CUST0049,REST019,712.36,117.11
ORD00236,2022-04-21,CUST0064,REST022,239.41,27.93
ORD00237,2022-12-25,CUST0130,REST025,1221.64,164.16
ORD00238,2023-07-24,CUST0405,REST043,805.96,28.14
ORD00239,2023-01-12,CUST0382,REST040,984.02,163.68
ORD00240,2022-04-28,CUST0092,REST043,1197.99,121.6
ORD00241,2022-10-13,CUST0340,REST027,1280.24,140.45
ORD00242,2023-08-11,CUST0168,REST015,978.25,70.27
ORD00243,2022-08-20,CUST0045,REST003,464.32,113.89
ORD00244,2023-03-16,CUST0178,REST050,874.07,49.39
ORD00245,2023-07-29,CUST0373,REST021,1428.18,173.22
ORD00246,2023-09-29,CUST0154,REST012,385.27,41.42
ORD00247,2023-09-21,CUST0395,REST038,230.57,63.4
ORD00248,2023-11-23,CUST0166,REST005,712.39,196.86
ORD00249,2023-10-21,CUST0131,REST043,980.45,238.52
ORD00250,2023-07-25,CUST0148,REST005,930.6,253.96
ORD00251,2022-01-27,CUST0426,REST017,138.95,29.5
ORD00252,2023-09-16,CUST0236,REST004,1090.61,274.53
ORD00253,2023-11-05,CUST0434,REST041,1388.83,41.16
ORD00254,2023-12-12,CUST0292,REST024,210.28,32.79
ORD00255,2022-10-01,CUST0473,REST011,635.37,126.47
ORD00256,2022-01-30,CUST0036,REST040,1139.28,109.56
ORD00257,2022-07-04,CUST0445,REST033,282.77,44.73
ORD00258,2022-10-07,CUST0251,REST016,735.19,126.84
ORD00259,2023-12-21,CUST0434,REST041,984.1,157.04
ORD00260,2022-11-13,CUST0191,REST022,601.37,71.12
ORD00261,2022-12-14,CUST0150,REST027,435.61,71.4
ORD00262,2022-12-26,CUST0028,REST011,1357.07,81.8
ORD00263,2022-01-07,CUST0428,REST021,515.69,49.56
ORD00264,2022-07-05,CUST0069,REST032,849.58,114.16
ORD00265,2022-05-27,CUST0101,REST023,443.36,26.34
ORD00266,2023-08-03,CUST0205,REST039,1192.04,337.67
ORD00267,2023-11-05,CUST0285,REST010,1200.47,153.54
ORD00268,2023-02-15,CUST0454,REST001,1178.55,153.85
ORD00269,2022-03-13,CUST0229,REST036,1022.96,25.28
ORD00270,2022-05-26,CUST0159,REST044,484.95,3.47
ORD00271,2023-10-11,CUST0358,REST029,1408.97,44.09
ORD00272,2022-02-01,CUST0390,REST011,978.41,164.74
ORD00273,2022-04-04,CUST0244,REST049,993.74,181.75
ORD00274,2023-06-28,CUST0316,REST038,911.1,83.61
ORD00275,2022-08-09,CUST0089,REST024,244.79,72.87
ORD00276,2023-01-21,CUST0318,REST047,742.78,171.75
ORD00277,2023-03-06,CUST0003,REST027,934.25,216.05
ORD00278,2023-04-10,CUST0137,REST031,249.91,52.4
ORD00279,2022-12-16,CUST0381,REST039,495.45,78.41
ORD00280,2022-06-11,CUST0085,REST022,1352.45,16.89
ORD00281,2023-01-14,CUST0383,REST029,229.89,65.3
ORD00282,2022-11-16,CUST0245,REST032,791.94,72.97
ORD00283,2022-11-29,CUST0382,REST027,605.96,106.79
ORD00284,2023-08-05,CUST0045,REST019,1273.64,343.99
ORD00285,2023-09-03,CUST0308,REST008,647.12,105.37
ORD00286,2022-03-28,CUST0317,REST008,787.45,151.41
ORD00287,2022-02-23,CUST0202,REST035,130.74,29.0
ORD00288,2022-06-09,CUST0483,REST016,203.01,32.54
ORD00289,2022-06-11,CUST0192,REST022,1442.9,20.43
ORD00290,2023-09-25,CUST0019,REST016,206.84,18.8
ORD00291,2022-02-20,CUST0100,REST042,1062.27,59.99
ORD00292,2023-11-22,CUST0187,REST004,625.36,180.89
ORD00293,2022-03-25,CUST0008,REST011,539.02,8.48
ORD00294,2022-10-06,CUST0162,REST021,1371.62,339.64
ORD00295,2023-03-30,CUST0417,REST042,1231.97,322.91
ORD00296,2023-11-09,CUST0096,REST033,351.73,77.93
ORD00297,2023-03-11,CUST0339,REST013,114.2,17.95
ORD00298,2023-05-13,CUST0314,REST031,350.15,18.73
ORD00299,2023-09-14,CUST0125,REST021,894.21,99.48
ORD00300,2023-03-29,CUST0347,REST006,949.32,199.12
ORD00301,2023-03-01,CUST0173,REST010,144.03,39.35
ORD00302,2022-10-07,CUST0065,REST013,1466.28,43.39
ORD00303,2022-08-09,CUST0192,REST042,1491.24,424.99
ORD00304,2023-06-09,CUST0295,REST024,777.48,208.14
ORD00305,2022-04-27,CUST0084,REST028,959.61,205.09
ORD00306,2022-12-20,CUST0412,REST022,865.08,18.94
ORD00307,2023-03-17,CUST0150,REST033,321.74,19.65
ORD00308,2022-04-24,CUST0146,REST002,1138.38,70.6
ORD00309,2022-10-18,CUST0364,REST008,1397.22,268.44
ORD00310,2023-11-26,CUST0299,REST007,369.98,1.73
ORD00311,2023-11-26,CUST0169,REST013,141.38,39.11
ORD00312,2023-08-31,CUST0444,REST041,132.25,8.17
ORD00313,2023-05-14,CUST0498,REST033,816.44,168.85
ORD00314,2023-06-24,CUST0172,REST009,313.28,86.87
ORD00315,2023-11-15,CUST0451,REST043,1313.62,1.87
ORD00316,2022-11-12,CUST0180,REST049,260.7,18.8
ORD00317,2022-02-16,CUST0095,REST025,403.74,98.55
ORD00318,2022-08-14,CUST0475,REST001,558.56,139.3
ORD00319,2023-02-09,CUST0460,REST043,407.67,120.39
ORD00320,2023-09-06,CUST0202,REST005,1118.84,331.32
ORD00321,2022-02-26,CUST0115,REST031,1415.79,351.08
ORD00322,2022-01-08,CUST0364,REST044,474.63,52.94
ORD00323,2022-07-29,CUST0066,REST046,774.2,194.58
ORD00324,2022-11-05,CUST0368,REST021,1434.52,19.26
ORD00325,2022-08-05,CUST0295,REST019,587.97,24.99
ORD00326,2022-05-21,CUST0085,REST033,872.1,64.41
ORD00327,2022-09-19,CUST0184,REST005,512.05,102.7
ORD00328,2022-10-24,CUST0326,REST048,1143.27,302.49
ORD00329,2022-12-02,CUST0019,REST037,794.12,100.74
ORD00330,2022-05-03,CUST0439,REST008,817.72,139.96
ORD00331,2022-01-08,CUST0128,REST006,659.92,171.0
ORD00332,2023-05-25,CUST0268,REST037,370.28,69.56
ORD00333,2023-03-17,CUST0025,REST047,342.14,21.03
ORD00334,2022-06-29,CUST0498,REST027,1061.88,279.92
ORD00335,2022-05-13,CUST0331,REST042,1342.24,296.62
ORD00336,2023-01-25,CUST0327,REST048,493.52,40.36
ORD00337,2023-06-30,CUST0010,REST047,649.96,134.6
ORD00338,2023-12-22,CUST0345,REST013,917.11,114.42
ORD00339,2022-08-24,CUST0209,REST045,1173.03,145.56
ORD00340,2023-05-28,CUST0191,REST012,536.22,44.73
ORD00341,2023-07-27,CUST0274,REST007,1211.74,327.56
ORD00342,2023-11-16,CUST0238,REST041,1435.27,351.67
ORD00343,2022-12-29,CUST0077,REST017,782.96,114.68
ORD00344,2022-03-15,CUST0348,REST030,1336.0,240.53
ORD00345,2023-02-11,CUST0316,REST020,693.23,130.3
ORD00346,2022-02-13,CUST0151,REST038,1145.91,135.95
ORD00347,2023-03-23,CUST0331,REST012,1242.25,259.38
ORD00348,2022-01-20,CUST0332,REST022,972.08,130.98
ORD00349,2023-04-16,CUST0135,REST008,950.21,188.99
ORD00350,2022-03-21,CUST0303,REST009,701.04,46.89
ORD00351,2022-11-17,CUST0069,REST049,894.0,171.0
ORD00352,2023-08-13,CUST0416,REST022,623.54,21.56
ORD00353,2023-03-16,CUST0053,REST013,985.78,266.82
ORD00354,2023-08-11,CUST0360,REST030,189.97,27.84
ORD00355,2023-02-19,CUST0059,REST025,334.15,18.38
ORD00356,2023-12-28,CUST0058,REST019,147.26,14.46
ORD00357,2023-10-18,CUST0054,REST048,815.9,230.94
ORD00358,2023-03-04,CUST0100,REST016,921.62,70.92
ORD00359,2022-10-24,CUST0100,REST022,510.86,104.35
ORD00360,2022-04-28,CUST0132,REST035,1257.36,351.04
ORD00361,2023-02-19,CUST0262,REST049,1003.14,119.84
ORD00362,2022-01-22,CUST0101,REST044,1451.2,233.47
ORD00363,2022-11-29,CUST0352,REST047,593.15,50.66
ORD00364,2022-06-25,CUST0148,REST019,141.92,24.27
ORD00365,2023-09-25,CUST0020,REST036,351.87,11.45
ORD00366,2023-04-17,CUST0249,REST042,551.75,19.76
ORD00367,2023-12-08,CUST0104,REST002,1207.25,298.03
ORD00368,2023-01-06,CUST0467,REST049,600.84,159.35
ORD00369,2022-04-01,CUST0166,REST031,201.7,57.5
ORD00370,2023-03-24,CUST0002,REST043,1019.74,169.71
ORD00371,2022-04-19,CUST0336,REST034,620.75,92.73
ORD00372,2022-09-07,CUST0454,REST048,1191.32,45.43
ORD00373,2023-03-23,CUST0418,REST035,271.23,81.01
ORD00374,2023-08-27,CUST0335,REST040,546.02,76.82
ORD00375,2023-02-15,CUST0075,REST012,115.26,3.78
ORD00376,2023-06-21,CUST0046,REST028,560.42,38.44
ORD00377,2022-03-22,CUST0256,REST016,751.53,187.83
ORD00378,2023-02-10,CUST0362,REST048,1213.34,67.15
ORD00379,2022-11-14,CUST0051,REST019,1358.24,310.71
ORD00380,2022-12-14,CUST0128,REST041,886.3,214.42
ORD00381,2022-08-15,CUST0116,REST007,639.83,46.4
ORD00382,2022-12-08,CUST0495,REST044,942.52,173.99
ORD00383,2022-06-22,CUST0149,REST043,838.17,110.16
ORD00384,2022-03-20,CUST0233,REST020,244.09,10.45
ORD00385,2023-06-07,CUST0050,REST046,489.27,87.63
ORD00386,2023-10-11,CUST0088,REST020,951.07,11.71
ORD00387,2022-04-27,CUST0020,REST049,1336.7,374.39
ORD00388,2023-06-28,CUST0146,REST013,1303.88,299.94
ORD00389,2023-06-07,CUST0401,REST005,204.75,11.61
ORD00390,2022-07-18,CUST0157,REST042,1349.73,85.21
ORD00391,2022-12-24,CUST0370,REST012,690.45,65.85
ORD00392,2022-12-26,CUST0048,REST011,1158.68,197.72
ORD00393,2023-10-23,CUST0380,REST045,544.9,155.07
ORD00394,2022-06-01,CUST0023,REST046,548.17,56.13
ORD00395,2022-08-30,CUST0426,REST032,375.97,107.2
ORD00396,2022-04-16,CUST0332,REST044,1223.82,338.45
ORD00397,2022-05-30,CUST0086,REST039,798.11,83.83
ORD00398,2022-09-20,CUST0179,REST021,1486.36,89.47
ORD00399,2022-07-22,CUST0219,REST002,689.73,133.28
ORD00400,2022-06-27,CUST0311,REST044,273.73,32.13
ORD00401,2023-09-09,CUST0440,REST042,339.6,15.6
ORD00402,2022-06-06,CUST0047,REST048,557.62,48.81
ORD00403,2023-11-03,CUST0408,REST024,636.0,12.14
ORD00404,2022-03-19,CUST0092,REST021,906.98,50.06
ORD00405,2022-07-01,CUST0201,REST043,499.05,29.1
ORD00406,2023-10-06,CUST0482,REST036,1001.13,197.63
ORD00407,2023-05-21,CUST0136,REST044,1298.54,170.97
ORD00408,2023-04-21,CUST0193,REST042,1483.14,387.69
ORD00409,2023-08-01,CUST0426,REST042,1376.3,28.65
ORD00410,2023-08-17,CUST0400,REST035,498.11,36.73
ORD00411,2023-04-05,CUST0325,REST026,1278.3,202.7
ORD00412,2023-11-29,CUST0399,REST018,663.94,110.92
ORD00413,2023-08-02,CUST0057,REST031,1354.16,58.24
ORD00414,2023-10-21,CUST0349,REST041,1385.25,400.69
ORD00415,2023-10-13,CUST0030,REST037,154.77,2.63
ORD00416,2023-10-02,CUST0472,REST023,1002.69,205.98
ORD00417,2022-11-27,CUST0080,REST002,197.24,24.26
ORD00418,2023-10-05,CUST0209,REST003,233.17,37.37
ORD00419,2022-11-20,CUST0296,REST033,1223.52,227.06
ORD00420,2022-06-04,CUST0402,REST032,1112.56,56.71
ORD00421,2023-03-27,CUST0340,REST040,484.54,135.59
ORD00422,2022-03-11,CUST0091,REST007,1155.17,128.35
ORD00423,2023-04-26,CUST0190,REST021,660.48,28.43
ORD00424,2023-03-29,CUST0180,REST032,879.03,27.37
ORD00425,2023-10-09,CUST0015,REST016,538.44,37.74
ORD00426,2022-11-07,CUST0343,REST005,957.25,109.47
ORD00427,2022-10-09,CUST0420,REST008,650.66,109.84
ORD00428,2023-08-29,CUST0487,REST026,1075.04,262.43
ORD00429,2022-02-27,CUST0066,REST049,736.41,169.82
ORD00430,2022-12-27,CUST0461,REST042,1288.14,46.23
ORD00431,2023-06-04,CUST0057,REST039,1454.01,97.94
ORD00432,2022-03-17,CUST0206,REST043,269.98,50.89
ORD00433,2022-11-14,CUST0023,REST035,623.47,105.42
ORD00434,2023-04-18,CUST0131,REST040,965.17,21.4
ORD00435,2023-04-08,CUST0158,REST016,141.0,27.45
ORD00436,2022-02-08,CUST0353,REST024,166.97,45.62
ORD00437,2022-02-28,CUST0339,REST037,114.55,32.21
ORD00438,2023-01-13,CUST0384,REST014,247.19,47.82
ORD00439,2022-10-21,CUST0289,REST035,552.0,46.78
ORD00440,2022-03-20,CUST0283,REST042,1062.64,196.39
ORD00441,2023-10-23,CUST0489,REST040,709.96,95.77
ORD00442,2022-04-03,CUST0335,REST010,338.27,75.91
ORD00443,2023-09-22,CUST0170,REST021,367.62,75.31
ORD00444,2023-09-01,CUST0262,REST010,1363.19,250.53
